student_id,course_code,course_name,credits,semester,status
SV0197,CSE239,Mạng máy tính,3,2,Học lại
SV0197,CSE242,HCI,4,2,Học lại
SV0197,CSE112,ERP,4,2,Học lại
SV0197,CSE262,AI,4,2,Hoàn thành
SV0198,CSE190,ERP,3,1,Đang học
SV0198,CSE418,Lập trình Python,3,1,Hoàn thành
SV0198,CSE114,ERP,2,1,Đang học
SV0198,CSE158,ERP,4,1,Học lại
SV0199,CSE406,Mạng máy tính,3,1,Đang học
SV0199,CSE283,Mạng máy tính,3,1,Đang học
SV0199,CSE287,Mạng máy tính,3,1,Đang học
SV0199,CSE258,AI,4,1,Học lại
SV0200,CSE177,AI,2,1,Đang học
SV0200,CSE348,HCI,4,1,Đang học
SV0200,CSE324,Lập trình Python,3,1,Học lại
SV0200,CSE245,AI,2,1,Học lại
SV0201,CSE207,AI,2,2,Đang học
SV0201,CSE243,CSDL,4,2,Đang học
SV0201,CSE406,Mạng máy tính,3,2,Đang học
SV0201,CSE343,AI,4,2,Đang học
SV0201,CSE302,ERP,4,2,Đang học
SV0201,CSE269,Mạng máy tính,4,2,Học lại
SV0202,CSE237,AI,2,1,Học lại
SV0202,CSE358,CSDL,2,1,Đang học
SV0202,CSE196,Lập trình Python,4,1,Đang học
SV0202,CSE135,Lập trình Python,4,1,Đang học
SV0202,CSE178,ERP,4,1,Hoàn thành
SV0202,CSE112,ERP,2,1,Học lại
SV0202,CSE224,HCI,4,1,Học lại
SV0203,CSE355,Mạng máy tính,4,1,Hoàn thành
SV0203,CSE244,Mạng máy tính,2,1,Đang học
SV0203,CSE140,AI,3,1,Đang học
SV0203,CSE315,ERP,4,1,Học lại
SV0203,CSE101,CSDL,2,1,Đang học
SV0204,CSE468,Lập trình Python,3,1,Học lại
SV0204,CSE117,HCI,3,1,Học lại
SV0204,CSE370,Mạng máy tính,4,1,Đang học
SV0204,CSE415,Lập trình Python,2,1,Học lại
SV0204,CSE227,CSDL,3,1,Học lại
SV0204,CSE141,HCI,3,1,Hoàn thành
SV0204,CSE169,Lập trình Python,2,1,Đang học
SV0205,CSE110,Lập trình Python,4,2,Học lại
SV0205,CSE153,HCI,3,2,Đang học
SV0205,CSE380,ERP,2,2,Hoàn thành
SV0205,CSE116,ERP,2,2,Học lại
SV0205,CSE382,Lập trình Python,2,2,Học lại
SV0205,CSE465,ERP,2,2,Đang học
SV0206,CSE441,ERP,3,1,Hoàn thành
SV0206,CSE158,AI,3,1,Học lại
SV0206,CSE126,Lập trình Python,4,1,Hoàn thành
SV0206,CSE187,HCI,3,1,Hoàn thành
SV0206,CSE309,AI,4,1,Đang học
SV0206,CSE245,CSDL,3,1,Đang học
SV0206,CSE452,ERP,3,1,Học lại
SV0207,CSE407,Lập trình Python,3,1,Hoàn thành
SV0207,CSE493,AI,4,1,Hoàn thành
SV0207,CSE293,CSDL,3,1,Hoàn thành
SV0207,CSE279,ERP,2,1,Hoàn thành
SV0207,CSE160,ERP,3,1,Học lại
SV0208,CSE404,AI,2,2,Hoàn thành
SV0208,CSE401,HCI,2,2,Đang học
SV0208,CSE460,AI,2,2,Đang học
SV0208,CSE222,Mạng máy tính,3,2,Học lại
SV0208,CSE101,Mạng máy tính,2,2,Đang học
SV0208,CSE114,AI,4,2,Học lại
SV0209,CSE354,Lập trình Python,4,1,Hoàn thành
SV0209,CSE364,ERP,4,1,Đang học
SV0209,CSE136,ERP,3,1,Học lại
SV0209,CSE495,ERP,3,1,Đang học
SV0209,CSE347,AI,3,1,Học lại
SV0210,CSE289,Mạng máy tính,2,2,Đang học
SV0210,CSE143,HCI,4,2,Đang học
SV0210,CSE268,CSDL,2,2,Học lại
SV0210,CSE256,ERP,2,2,Học lại
SV0210,CSE481,CSDL,4,2,Học lại
SV0211,CSE457,ERP,4,2,Học lại
SV0211,CSE290,Lập trình Python,2,2,Đang học
SV0211,CSE208,HCI,2,2,Hoàn thành
SV0211,CSE244,ERP,3,2,Đang học
SV0211,CSE413,HCI,2,2,Đang học
SV0212,CSE173,HCI,2,2,Học lại
SV0212,CSE444,CSDL,3,2,Học lại
SV0212,CSE493,HCI,3,2,Đang học
SV0212,CSE109,AI,3,2,Hoàn thành
SV0212,CSE197,AI,3,2,Hoàn thành
SV0212,CSE388,AI,2,2,Hoàn thành
SV0212,CSE412,ERP,4,2,Hoàn thành
SV0213,CSE462,AI,2,2,Hoàn thành
SV0213,CSE273,ERP,4,2,Hoàn thành
SV0213,CSE302,ERP,3,2,Đang học
SV0213,CSE313,Lập trình Python,2,2,Học lại
SV0214,CSE446,ERP,4,1,Hoàn thành
SV0214,CSE449,AI,4,1,Hoàn thành
SV0214,CSE403,Mạng máy tính,3,1,Đang học
SV0214,CSE208,Lập trình Python,4,1,Đang học
SV0214,CSE215,Lập trình Python,3,1,Đang học
SV0215,CSE349,Lập trình Python,4,1,Đang học
SV0215,CSE394,Mạng máy tính,4,1,Hoàn thành
SV0215,CSE270,AI,4,1,Học lại
SV0215,CSE347,AI,2,1,Học lại
SV0216,CSE298,AI,3,2,Học lại
SV0216,CSE307,ERP,2,2,Học lại
SV0216,CSE412,Mạng máy tính,4,2,Đang học
SV0216,CSE356,CSDL,3,2,Học lại
SV0217,CSE147,CSDL,4,2,Đang học
SV0217,CSE394,AI,2,2,Học lại
SV0217,CSE261,Mạng máy tính,2,2,Học lại
SV0217,CSE206,AI,4,2,Hoàn thành
SV0217,CSE189,AI,3,2,Đang học
SV0218,CSE354,HCI,4,1,Học lại
SV0218,CSE457,Mạng máy tính,3,1,Hoàn thành
SV0218,CSE365,ERP,2,1,Hoàn thành
SV0218,CSE199,Lập trình Python,3,1,Học lại
SV0218,CSE183,AI,2,1,Hoàn thành
SV0218,CSE293,HCI,3,1,Đang học
SV0219,CSE385,Mạng máy tính,3,2,Hoàn thành
SV0219,CSE393,ERP,4,2,Học lại
SV0219,CSE469,CSDL,2,2,Hoàn thành
SV0219,CSE140,Mạng máy tính,3,2,Học lại
SV0219,CSE360,Mạng máy tính,4,2,Học lại
SV0220,CSE398,Lập trình Python,2,2,Đang học
SV0220,CSE366,Lập trình Python,2,2,Học lại
SV0220,CSE467,Mạng máy tính,4,2,Đang học
SV0220,CSE443,AI,3,2,Đang học
SV0221,CSE138,ERP,4,2,Đang học
SV0221,CSE491,CSDL,3,2,Học lại
SV0221,CSE392,Lập trình Python,4,2,Học lại
SV0221,CSE458,AI,3,2,Học lại
SV0222,CSE317,AI,4,2,Đang học
SV0222,CSE174,HCI,4,2,Hoàn thành
SV0222,CSE188,CSDL,2,2,Học lại
SV0222,CSE430,HCI,2,2,Hoàn thành
SV0222,CSE421,Lập trình Python,2,2,Hoàn thành
SV0223,CSE420,ERP,3,1,Học lại
SV0223,CSE121,Lập trình Python,4,1,Học lại
SV0223,CSE367,AI,2,1,Đang học
SV0223,CSE319,AI,4,1,Học lại
SV0223,CSE143,Mạng máy tính,2,1,Hoàn thành
SV0224,CSE197,Lập trình Python,3,1,Đang học
SV0224,CSE354,Mạng máy tính,4,1,Hoàn thành
SV0224,CSE232,HCI,2,1,Học lại
SV0224,CSE331,ERP,3,1,Hoàn thành
SV0224,CSE124,AI,4,1,Đang học
SV0224,CSE177,Lập trình Python,3,1,Hoàn thành
SV0225,CSE374,CSDL,4,2,Học lại
SV0225,CSE332,HCI,3,2,Học lại
SV0225,CSE261,AI,4,2,Đang học
SV0225,CSE377,Mạng máy tính,4,2,Đang học
SV0226,CSE433,AI,2,1,Học lại
SV0226,CSE461,HCI,4,1,Hoàn thành
SV0226,CSE136,ERP,3,1,Học lại
SV0226,CSE261,CSDL,4,1,Đang học
SV0226,CSE120,CSDL,4,1,Học lại
SV0226,CSE400,CSDL,4,1,Hoàn thành
SV0226,CSE449,ERP,3,1,Đang học
SV0227,CSE418,AI,2,2,Học lại
SV0227,CSE217,Lập trình Python,3,2,Hoàn thành
SV0227,CSE372,AI,4,2,Đang học
SV0227,CSE437,Lập trình Python,2,2,Học lại
SV0227,CSE450,ERP,2,2,Hoàn thành
SV0227,CSE389,ERP,3,2,Hoàn thành
SV0227,CSE298,Lập trình Python,4,2,Hoàn thành
SV0228,CSE455,ERP,3,1,Học lại
SV0228,CSE184,Mạng máy tính,4,1,Hoàn thành
SV0228,CSE132,Mạng máy tính,4,1,Đang học
SV0228,CSE414,HCI,3,1,Đang học
SV0228,CSE207,AI,4,1,Học lại
SV0228,CSE178,AI,3,1,Hoàn thành
SV0228,CSE148,Lập trình Python,2,1,Học lại
SV0229,CSE100,HCI,3,2,Hoàn thành
SV0229,CSE130,HCI,2,2,Học lại
SV0229,CSE492,Lập trình Python,4,2,Hoàn thành
SV0229,CSE456,AI,4,2,Hoàn thành
SV0230,CSE245,HCI,4,1,Học lại
SV0230,CSE344,Mạng máy tính,2,1,Hoàn thành
SV0230,CSE441,Lập trình Python,3,1,Hoàn thành
SV0230,CSE472,Lập trình Python,4,1,Đang học
SV0231,CSE436,Lập trình Python,3,2,Đang học
SV0231,CSE436,Mạng máy tính,4,2,Học lại
SV0231,CSE253,CSDL,4,2,Đang học
SV0231,CSE417,CSDL,2,2,Hoàn thành
SV0231,CSE414,ERP,4,2,Học lại
SV0232,CSE311,CSDL,3,1,Đang học
SV0232,CSE133,AI,2,1,Học lại
SV0232,CSE188,Mạng máy tính,2,1,Hoàn thành
SV0232,CSE287,ERP,4,1,Đang học
SV0233,CSE317,AI,4,2,Đang học
SV0233,CSE317,ERP,3,2,Học lại
SV0233,CSE426,AI,4,2,Hoàn thành
SV0233,CSE408,HCI,2,2,Đang học
SV0233,CSE441,Lập trình Python,2,2,Đang học
SV0234,CSE392,HCI,2,1,Hoàn thành
SV0234,CSE439,Mạng máy tính,4,1,Học lại
SV0234,CSE213,Lập trình Python,2,1,Đang học
SV0234,CSE465,AI,2,1,Học lại
SV0234,CSE401,AI,4,1,Học lại
SV0234,CSE475,HCI,4,1,Đang học
SV0235,CSE116,AI,2,1,Hoàn thành
SV0235,CSE415,Mạng máy tính,3,1,Học lại
SV0235,CSE173,HCI,4,1,Học lại
SV0235,CSE495,HCI,2,1,Học lại
SV0236,CSE447,HCI,3,1,Đang học
SV0236,CSE144,AI,3,1,Học lại
SV0236,CSE449,CSDL,3,1,Hoàn thành
SV0236,CSE339,Lập trình Python,2,1,Hoàn thành
SV0236,CSE400,CSDL,2,1,Hoàn thành
SV0237,CSE390,HCI,3,1,Đang học
SV0237,CSE489,Mạng máy tính,4,1,Hoàn thành
SV0237,CSE211,ERP,2,1,Đang học
SV0237,CSE281,AI,4,1,Đang học
SV0238,CSE110,HCI,4,1,Đang học
SV0238,CSE260,Lập trình Python,4,1,Đang học
SV0238,CSE178,Lập trình Python,3,1,Đang học
SV0238,CSE242,AI,3,1,Học lại
SV0238,CSE110,ERP,4,1,Đang học
SV0239,CSE360,HCI,3,1,Đang học
SV0239,CSE280,ERP,2,1,Hoàn thành
SV0239,CSE353,Mạng máy tính,4,1,Hoàn thành
SV0239,CSE346,Mạng máy tính,2,1,Học lại
SV0239,CSE488,AI,4,1,Học lại
SV0239,CSE346,Mạng máy tính,2,1,Hoàn thành
SV0239,CSE496,HCI,3,1,Đang học
SV0240,CSE399,AI,4,2,Hoàn thành
SV0240,CSE170,CSDL,2,2,Học lại
SV0240,CSE395,CSDL,4,2,Đang học
SV0240,CSE416,Lập trình Python,4,2,Hoàn thành
SV0240,CSE435,AI,4,2,Đang học
SV0240,CSE314,Mạng máy tính,2,2,Học lại
SV0240,CSE362,AI,3,2,Hoàn thành
SV0241,CSE374,Lập trình Python,3,2,Đang học
SV0241,CSE150,Mạng máy tính,3,2,Hoàn thành
SV0241,CSE200,AI,2,2,Hoàn thành
SV0241,CSE194,HCI,3,2,Học lại
SV0241,CSE176,ERP,2,2,Học lại
SV0242,CSE400,HCI,2,1,Đang học
SV0242,CSE144,ERP,4,1,Hoàn thành
SV0242,CSE362,Mạng máy tính,3,1,Đang học
SV0242,CSE477,Mạng máy tính,2,1,Học lại
SV0242,CSE386,ERP,4,1,Học lại
SV0242,CSE226,ERP,3,1,Đang học
SV0243,CSE106,HCI,2,1,Học lại
SV0243,CSE182,CSDL,3,1,Học lại
SV0243,CSE486,CSDL,3,1,Đang học
SV0243,CSE416,Lập trình Python,2,1,Đang học
SV0244,CSE111,ERP,4,2,Đang học
SV0244,CSE120,Lập trình Python,3,2,Hoàn thành
SV0244,CSE132,HCI,4,2,Đang học
SV0244,CSE235,Lập trình Python,4,2,Học lại
SV0244,CSE332,CSDL,3,2,Đang học
SV0245,CSE412,ERP,3,1,Đang học
SV0245,CSE140,ERP,2,1,Hoàn thành
SV0245,CSE370,Mạng máy tính,3,1,Hoàn thành
SV0245,CSE112,ERP,2,1,Hoàn thành
SV0245,CSE444,CSDL,4,1,Hoàn thành
SV0246,CSE178,AI,4,2,Hoàn thành
SV0246,CSE155,ERP,4,2,Học lại
SV0246,CSE121,CSDL,4,2,Học lại
SV0246,CSE120,CSDL,3,2,Học lại
SV0247,CSE371,Mạng máy tính,2,1,Học lại
SV0247,CSE343,AI,4,1,Đang học
SV0247,CSE457,Mạng máy tính,4,1,Học lại
SV0247,CSE490,CSDL,2,1,Đang học
SV0247,CSE174,HCI,4,1,Học lại
SV0247,CSE240,AI,2,1,Đang học
SV0248,CSE145,Mạng máy tính,2,2,Hoàn thành
SV0248,CSE341,HCI,3,2,Đang học
SV0248,CSE444,HCI,3,2,Đang học
SV0248,CSE447,Mạng máy tính,2,2,Đang học
SV0248,CSE157,AI,4,2,Học lại
SV0249,CSE451,ERP,3,2,Hoàn thành
SV0249,CSE432,CSDL,4,2,Học lại
SV0249,CSE127,AI,4,2,Đang học
SV0249,CSE136,AI,4,2,Học lại
SV0249,CSE412,ERP,2,2,Đang học
SV0249,CSE278,CSDL,2,2,Học lại
SV0249,CSE498,Lập trình Python,4,2,Học lại
SV0250,CSE424,HCI,3,1,Hoàn thành
SV0250,CSE455,CSDL,2,1,Đang học
SV0250,CSE133,Lập trình Python,3,1,Hoàn thành
SV0250,CSE169,ERP,3,1,Đang học
SV0250,CSE438,HCI,3,1,Học lại
